judul,isi,tanggal,link
Video Pria Menginjak Al-Qur’an di Klub Malam Arab Saudi				,"Lokasi kejadian bukan di Arab Saudi, tetapi Manchester (Inggris).","November 15, 2024",https://turnbackhoax.id/2024/11/15/salah-video-pria-menginjak-al-quran-di-klub-malam-arab-saudi/
Dana Bantuan Program Keluarga Harapan 2024 Senilai Rp27.300.000				,"Periksa fakta Sukma Faktanya, akun tersebut bukanlah akun resmi milik pemerintah untuk membagikan informasi mengenai pencairan dana bantuan Program Keluarga Harapan. Sehingga, informasi mengenai dana […]","September 30, 2024",https://turnbackhoax.id/2024/09/30/penipuan-dana-bantuan-program-keluarga-harapan-2024-senilai-rp27-300-000/
Bantuan BPJS Subsidi 2024 Sebesar Rp250 Juta Klaim melalui Whatsapp				,"Periksa fakta Sukma Faktanya, postingan tersebut tidak diunggah oleh akun resmi BPJS Kesehatan. Selain itu, video yang digunakan tidak mendukung dengan klaim yang disampaikan oleh […]","September 30, 2024",https://turnbackhoax.id/2024/09/30/penipuan-bantuan-bpjs-subsidi-2024-sebesar-rp250-juta-klaim-melalui-whatsapp/
BAIM WONG BAGI-BAGI MOBIL UNTUK WARGA TIMOR LESTE				,Informasi tersebut palsu. Tidak ditemukan adanya informasi resmi yang disebarkan melalui media sosial milik Baim Wong perihal undian bagi-bagi mobil. KATEGORI: IMPOSTER CONTENT/ KONTEN TIRUAN […],"September 30, 2024",https://turnbackhoax.id/2024/09/30/penipuan-baim-wong-bagi-bagi-mobil-untuk-warga-timor-leste/
AKUN WHATSAPP SEKDIS PENDIDIKAN KOTA MAKASSAR INGIN PINJAM UANG				,Akun tersebut merupakan akun palsu. Pihak terkait telah melakukan klarifikasi perihal akun palsu yang beredar. KATEGORI: IMPOSTER CONTENT/ KONTEN TIRUAN === SUMBER: WHATSAPP === NARASI:sulit […],"September 30, 2024",https://turnbackhoax.id/2024/09/30/penipuan-akun-whatsapp-sekdis-pendidikan-kota-makassar-ingin-pinjam-uang/
AKUN WHATSAPP SEKDA BOGOR INGIN BERI BANTUAN PEMBANGUNAN MASJID				,Akun tersebut palsu. Pemkab Bogor telah melakukan klarifikasi perihal akun yang beredar melalui media sosial Instagram. KATEGORI: IMPOSTER CONTENT/ KONTEN TIRUAN === SUMBER: WHATSAPP === […],"September 30, 2024",https://turnbackhoax.id/2024/09/30/penipuan-akun-whatsapp-sekda-bogor-ingin-beri-bantuan-pembangunan-masjid/
Akun WhatsApp Mengatasnamakan Kadis PUPR Aceh Tenggara Sadli Desky				,"Hasil periksa fakta Rahmah. Dinas PUPR Aceh Tenggara menyatakan nomor 0822 76290210 bukan milik Bapa Sadli. KATEGORI: IMPOSTOR CONTENT SUMBER: WHATSAPP NARASI:…“Pak Kadis: baik…sebentar pak,biar […]","September 30, 2024",https://turnbackhoax.id/2024/09/30/penipuan-akun-whatsapp-mengatasnamakan-kadis-pupr-aceh-tenggara-sadli-desky/
Akun Tiruan Muhammad Ridwan Kapolres Madiun				,Hasil periksa fakta Rahmah. Polres Madiun mengimbau warga selalu berhati-hati terhadap akun-akun yang mengatasnamakan Kapolres Madiun. KATEGORI: IMPOSTOR CONTENT SUMBER: WHATSAPP NARASI:Muhammad Ridwan0857 3900 9074 […],"September 30, 2024",https://turnbackhoax.id/2024/09/30/penipuan-akun-tiruan-muhammad-ridwan-kapolres-madiun/
Akun Tiruan Kadis DPUPR Nurudin Ardiyanto				,Hasil periksa fakta Rahmah. Nomor 0822 7634 4204 bukan milik Nurudin. Pemkab Wonosobo menegaskan Nurudin tidak pernah menggalang dana atau meminta sesuatu dalam bentuk apapun. […],"September 30, 2024",https://turnbackhoax.id/2024/09/30/penipuan-akun-tiruan-kadis-dpupr-nurudin-ardiyanto/
Akun Tiktok Tiruan BNI Sediakan Layanan Pinjaman Online Melalui Nomor Whatsapp				,"Hasil periksa fakta Panji Video yang berisi tentang pengajuan pinjaman BNI  dengan menghubungi nomor Whatsapp yang tertera di bio akun Tiktok tersebut, akun tersebut dapat […]","September 30, 2024",https://turnbackhoax.id/2024/09/30/penipuan-akun-tiktok-tiruan-bni-sediakan-layanan-pinjaman-online-melalui-nomor-whatsapp/
Akun TikTok Rano Karno Akan Bagikan 20jt Bagi yang Sudah Follow				,"Hasil periksa fakta Moch. Marcellodiansyah Faktanya setelah dideteksi dengan Hive Moderation, ditemukan angka sebesar 85,4% video tersebut memiliki probabilitas adalah deepfake yang dibuat dengan AI. […]","September 30, 2024",https://turnbackhoax.id/2024/09/30/penipuan-akun-tiktok-rano-karno-akan-bagikan-20jt-bagi-yang-sudah-follow/
Ubi Jalar Rebus Obat Demam Berdarah				,"Periksa fakta Sukma Faktanya, hingga saat ini daun ubi jalar belum terbukti secara ilmiah mampu meningkatkan trombosit pasien demam berdarah. ======= [KATEGORI]: Konten yang menyesatkan ======== [SUMBER]: […]","September 30, 2024",https://turnbackhoax.id/2024/09/30/belum-terbukti-ubi-jalar-rebus-obat-demam-berdarah/
"Menghilangkan Bau Mulut dengan Campuran Cengkeh, Pasta Gigi, Jeruk Nipis dan Minyak Kayu Putih				","Hasil periksa fakta Raymondha Elsha Menurut Kepala Dinas Kesehatan Provinsi Riau yang juga dokter spesialis gigi, drg. Sri Sadono Mulyanto klaim menghilangkan bau mulut dengan […]","September 30, 2024",https://turnbackhoax.id/2024/09/30/belum-terbukti-menghilangkan-bau-mulut-dengan-campuran-cengkeh-pasta-gigi-jeruk-nipis-dan-minyak-kayu-putih/
Wasit Yang Pimpin Pertandingan Sepak Bola Sulawesi Tengah Vs Aceh Meninggal				,"Hasil periksa fakta Amanda Rahma Tidak benar informasi mengenai wasit yang memimpin pertandingan sepak bola antara Sulawesi Tengah Vs Aceh meninggal. Dilansir dari Kompas TV, […]","September 29, 2024",https://turnbackhoax.id/2024/09/29/salah-wasit-yang-pimpin-pertandingan-sepak-bola-sulawesi-tengah-vs-aceh-meninggal/
"Video Pelatih Arab Saudi, Mancini Mengomentari Hasil Imbang Australia vs Indonesia				","Hasil periksa fakta Moch. Marcellodiansyah Faktanya video konferensi pers tersebut dilakukan setelah pertandingan timnas yang dilatihnya melawan Pakistan pada Juni 2024. Selain itu, juga tidak […]","September 29, 2024",https://turnbackhoax.id/2024/09/29/salah-video-pelatih-arab-saudi-mancini-mengomentari-hasil-imbang-australia-vs-indonesia/
Joel Piro Pindah Negara Dan Bisa Bela Timnas Indonesia				,Hasil periksa fakta Amanda Rahma Tidaklah benar pernyataan tersebut. Narator dalam video hanya membacakan artikel yang ditemukan di laman http://bola.okezone.com yang memuat tentang asal usul […],"September 29, 2024",https://turnbackhoax.id/2024/09/29/salah-joel-piro-pindah-negara-dan-bisa-bela-timnas-indonesia/
Foto “Nelayan Papua Menangkap Hewan yang Belum Pernah Terlihat Sebelumnya”				,"Hasil periksa fakta Moch. Marcellodiansyah Faktanya foto-foto tersebut merupakan gambar hasil AI-generated dengan besaran persentasi probabilitas hingga 98,9%. = = = Kategori: Konten Palsu = […]","September 29, 2024",https://turnbackhoax.id/2024/09/29/salah-foto-nelayan-papua-menangkap-hewan-yang-belum-pernah-terlihat-sebelumnya/
"Baru Saja Air Laut Naik Bak Tsunami Sapu Pantai Utara, Jawa Tengah				",Hasil periksa fakta Amanda Rahma Tidaklah benar pernyataan di atas. Isi dan judul tidak ada kesesuaian. Narator dalam video di atas hanya berbicara mengenai banjir […],"September 29, 2024",https://turnbackhoax.id/2024/09/29/salah-baru-saja-air-laut-naik-bak-tsunami-sapu-pantai-utara-jawa-tengah/
5 Santri Tewas Terbakar Ulah Relawan Berani Mati Jokowi dan Bom Molotov				,Hasil periksa fakta Moch. Marcellodiansyah Faktanya tidak ada korban jiwa dalam peristiwa kebakaran yang diketahui terjadi di Pondok Pesantren Rubhat Nurul Fajri. Polisi juga telah […],"September 29, 2024",https://turnbackhoax.id/2024/09/29/salah-5-santri-tewas-terbakar-ulah-relawan-berani-mati-jokowi-dan-bom-molotov/
Program Bantuan BPJS 2024 Sebesar Rp25 Triliun Untuk Masyarakat di Seluruh Indonesia				,Hasil periksa fakta Moch. Marcellodiansyah Faktanya BPJS secara resmi tidak pernah menyebarkan informasi tersebut. Klaim dengan narasi dan gambar yang mirip sebelumnya telah dibantah kebenarannya […],"September 29, 2024",https://turnbackhoax.id/2024/09/29/penipuan-program-bantuan-bpjs-2024-sebesar-rp25-triliun-untuk-masyarakat-di-seluruh-indonesia/
Nafa Urbach Bagikan Uang Rp15.000.000 Khusus Untuk yang Sudah Follow TikToknya				,Hasil periksa fakta Moch. Marcellodiansyah Faktanya video yang menampilkan Nafa Urbach akan membagikan Rp15.000.000 terindikasi buatan deepfake yang dibuat dengan AI. Video asli menunjukkan Nafa […],"September 29, 2024",https://turnbackhoax.id/2024/09/29/penipuan-nafa-urbach-bagikan-uang-rp15-000-000-khusus-untuk-yang-sudah-follow-tiktoknya/
“SAH! Megawati Umumkan Anies – Rano Karno Maju Pilgub Jakarta Hari Ini”				,"Hasil Periksa Fakta Luthfiyah Narasi yang mengklaim Megawati umumkan Anies Rano maju Pilgub Jakarta merupakan informasi yang tidak benar. Faktanya, Megawati tidak pernah mengeluarkan keterangan […]","September 28, 2024",https://turnbackhoax.id/2024/09/28/salah-sah-megawati-umumkan-anies-rano-karno-maju-pilgub-jakarta-hari-ini/
Presiden Jokowi Akhirnya Nyatakan Mundur di Depan Massa				,Hasil periksa fakta Siti Lailatul Fitriyah Faktanya dalam tidak ditemukan informasi valid terkait pengunduran diri Jokowi sebagai Presiden RI. Selain thumbnail merupakan hasil manipulasi. =======[KATEGORI]: […],"September 28, 2024",https://turnbackhoax.id/2024/09/28/salah-presiden-jokowi-akhirnya-nyatakan-mundur-di-depan-massa/
Pelantikan Presiden Diundur Hingga Desember 2024				,"Hasil periksa fakta Siti Lailatul Fitriyah Faktanya Presiden dan Wakil Presiden terpilih periode 2024-2029, Prabowo Subianto dan Gibran Rakabuming Raka akan segera dilantik pada 20 […]","September 28, 2024",https://turnbackhoax.id/2024/09/28/salah-pelantikan-presiden-diundur-hingga-desember-2024/
MUI Keluarkan Fatwa tentang Nasab Ba’Alawi				,"Periksa Fakta Lilik Faktanya, surat tersebut tidak ditemukan pada situs resmi mui.or.id. Ketua MUI juga telah menegaskan bahwa MUI tidak pernah mengeluarkan fatwa terkait nasab ba’alawi […]","September 28, 2024",https://turnbackhoax.id/2024/09/28/salah-mui-keluarkan-fatwa-tentang-nasab-baalawi/
Gibran Tidak Bisa Bedakan Takbir dan Adzan				,"Hasil Periksa Fakta Luthfiyah Video Gibran tidak bisa membedakan takbir dan adzan merupakan hoaks. Faktanya, video asli bukan menampilkan wajah Gibran, hoaks tersebut juga sudah […]","September 28, 2024",https://turnbackhoax.id/2024/09/28/salah-gibran-tidak-bisa-bedakan-takbir-dan-adzan/
Anies Baswedan Menggunakan Kaos yang Bertuliskan “ANE YG NYOLONG MAHONI DIMONAS DAN ANE PUNYA HUTANG 92 MILYAR SAMA SANDI UNO”				,Hasil Periksa Fakta Luthfiyah Gambar Anies Baswedan menggunakan kaos yang bertuliskan “ANE YG NYOLONG MAHONI DIMONAS DAN ANE PUNYA HUTANG 92 MILYAR SAMA SANDI UNO” […],"September 28, 2024",https://turnbackhoax.id/2024/09/28/salah-anies-baswedan-menggunakan-kaos-yang-bertuliskan-ane-yg-nyolong-mahoni-dimonas-dan-ane-punya-hutang-92-milyar-sama-sandi-uno/
Video “Moment Ronaldo Sudah Fasih Berbahasa Arab”				,"Hasil periksa fakta Moch. Marcellodiansyah Faktanya dalam video tersebut merupakan momen saat Ronaldo sedang menjadi pembicara di Konferensi Olahraga Internasional Dubai ke-18, saat itu Ronaldo […]","September 27, 2024",https://turnbackhoax.id/2024/09/27/salah-video-moment-ronaldo-sudah-fasih-berbahasa-arab/
Video “Messi Komentar Pedas ke Australia Bahwa Indonesia lah yang Akan Menang”				,Hasil periksa fakta Moch. Marcellodiansyah Tidak ditemukan sumber valid yang memberitakan Messi mengomentari laga Indonesia vs Australia. Video yang menampilkan Messi diambil dari video YouTube […],"September 27, 2024",https://turnbackhoax.id/2024/09/27/salah-video-messi-komentar-pedas-ke-australia-bahwa-indonesia-lah-yang-akan-menang/
Video Kebakaran di Israel Akibat Rudal dari Hizbullah				,"Hasil periksa fakta Evarizma Zahra. Konteks yang salah. Video itu adalah kebakaran gudang di Novo Progresso, Brazil, pada 11 Agustus lalu, bukan Israel yang terbakar […]","September 27, 2024",https://turnbackhoax.id/2024/09/27/salah-video-kebakaran-di-israel-akibat-rudal-dari-hizbullah/
"TNI dan Polri Usir Pasien di Rumah Sakit Umum Daerah (RSUD) Kabupaten Paniai, Papua				",Hasil periksa fakta Shafina. Faktanya penutupan pintu RSUD yang dilakukan THI-Polri bertujuan untuk mengamankan rumah sakit sebab bagian dari objek vital. Aparat TNI dari Batalyon […],"September 27, 2024",https://turnbackhoax.id/2024/09/27/salah-tni-dan-polri-usir-pasien-di-rumah-sakit-umum-daerah-rsud-kabupaten-paniai-papua/
SRI MULYANI BONGKAR KORUPSI JOKOWI KEPADA PRABOWO				,"Hasil periksa fakta Pekik Jalu Utomo.Informasi menyesatkan. Selain thumbnail merupakan hasil manipulasi, dalam video juga tidak ditemukan pemberitaan terkait Sri Mulyani bongkar korupsi Jokowi kepada […]","September 27, 2024",https://turnbackhoax.id/2024/09/27/salah-sri-mulyani-bongkar-korupsi-jokowi-kepada-prabowo/
"Prabowo Lepas Tangan IKN, Serahkan IKN ke Gibran				",Hasil periksa fakta Shafina. Faktanya Prabowo mendukung pembangunan proyek IKN dan berkomitmen untuk menyelesaikan pembangunan IKN hingga selesai. Presiden terpilih 2024-2029 juga menganggap IKN adalah […],"September 27, 2024",https://turnbackhoax.id/2024/09/27/salah-prabowo-lepas-tangan-ikn-serahkan-ikn-ke-gibran/
"Prabowo Kurang Berkenan IKN pindah ke Kalimantan				","Hasil periksa fakta Shafina. Faktanya klaim mengenai Prabowo yang tidak ingin pindah dan dilantik di IKN merupakan informasi tidak valid. Menteri Investasi, Bahlil Lahadalia telah […]","September 27, 2024",https://turnbackhoax.id/2024/09/27/salah-prabowo-kurang-berkenan-ikn-pindah-ke-kalimantan/
"Peredaran Beras Sintetis di Bukittinggi, Ibu Rumah Tangga Alami Radang Tenggorokan				","Hasil periksa fakta Shafina. Klaim mengenai adanya peredaran beras sintetis di Bukittinggi, Sumatera Barat yang menyebabkan radang tenggorokan, mual dan pusing merupakan informasi tidak valid. […]","September 27, 2024",https://turnbackhoax.id/2024/09/27/salah-peredaran-beras-sintetis-di-bukittinggi-ibu-rumah-tangga-alami-radang-tenggorokan/
Minum Air Es Setelah Makan Sebabkan Kanker				,"Hasil periksa fakta Shafina. Faktanya, anggapan mengenai minum air es setelah makan dapat menyebabkan kanker adalah persoalan yang keliru. Air es atau air dingin sama […]","September 27, 2024",https://turnbackhoax.id/2024/09/27/salah-minum-air-es-setelah-makan-sebabkan-kanker/
"LPG Ukuran 3 KG Bocor Berisikan Air Dingin, Bukan Gas				","Hasil periksa fakta Shafina. Faktanya, tabung gas elpiji memang berisi gas berbentuk cair dan tidak menyemburkan api. Gas elpiji yang mengandung Liquefied Petroleum Gas tersebut […]","September 27, 2024",https://turnbackhoax.id/2024/09/27/salah-lpg-ukuran-3-kg-bocor-berisikan-air-dingin-bukan-gas/
Honda Tutup Pabrik di Indonesia Tahun Depan				,"Hasil periksa fakta Shafina. Faktanya, isu-isu terkait penutupan pabrik Honda di Indonesia tidaklah benar. Penutupan pabrik Honda di Thailand akibat restrukturisasi produksi tersebut tidak berdampak […]","September 27, 2024",https://turnbackhoax.id/2024/09/27/salah-honda-tutup-pabrik-di-indonesia-tahun-depan/
Hasil Foto Alasan Kenapa Burung Elang Difoto dari Samping				,Hasil periksa fakta Moch. Marcellodiansyah Pemeriksa Fakta Mafindo sebelumnya telah membantah klaim tersebut. Peneliti Pusat Riset Biosistematika dan Evolusi BRIN menyebut bahwa foto tersebut dapat […],"September 27, 2024",https://turnbackhoax.id/2024/09/27/salah-hasil-foto-alasan-kenapa-burung-elang-difoto-dari-samping/
Foto Kaesang Mengenakan Rompi Bertuliskan “cucu PKI”				,"Hasil MANIPULASI, BUKAN bertuliskan “cucu PKI”. FAKTA: tulisan di foto ASLINYA adalah “Putra Mulyono”. Selengkapnya di bagian PENJELASAN dan REFERENSI. KATEGORI: Konten yang Dimanipulasi. SUMBER: […]","September 27, 2024",https://turnbackhoax.id/2024/09/27/salah-foto-kaesang-mengenakan-rompi-bertuliskan-cucu-pki/
Bisnis Gelap Gibran Terungkap				,"Hasil periksa fakta Panji Isi video tidak memberikan pembahasan sesuai dengan klaim di judul, video hanya membahas tentang unjuk rasa di gedung KPK oleh mahasiswa […]","September 27, 2024",https://turnbackhoax.id/2024/09/27/salah-bisnis-gelap-gibran-terungkap/
AHOK BONGKAR KORUPSI BUMN				,Hasil periksa fakta Pekik Jalu Utomo.Faktanya tidak ditemukan pemberitaan terkait Ahok bongkar korupsi BUMN. Video tersebut hanya menampilkan cuplikan dari beberapa peristiwa berbeda yang ditambahi […],"September 27, 2024",https://turnbackhoax.id/2024/09/27/salah-ahok-bongkar-korupsi-bumn/
Video “Denny Sumargo Pebasket Sombong Berbagi Rezeki Melalui Jos007 Bersama Influencer Lain”				,"Hasil periksa fakta Moch. Marcellodiansyah Video tersebut merupakan hasil buatan AI. Pendeteksian AI melalui Hive Moderation ditemukan hasil sebesar 99,9% bahwa video memiliki probabilitas adalah […]","September 27, 2024",https://turnbackhoax.id/2024/09/27/penipuan-video-denny-sumargo-pebasket-sombong-berbagi-rezeki-melalui-jos007-bersama-influencer-lain/
Chairul Tanjung Kirim Uang 50 Juta Secara Cuma-cuma di Tiktok				,"Hasil periksa fakta Panji Berdasarkan hasil penelusuran, ditemukan fakta jika Chairul Tanjung sendiri mengatakan jika dirinya tidak memegang media sosial apapun. Oleh karena itu dapat […]","September 27, 2024",https://turnbackhoax.id/2024/09/27/penipuan-chairul-tanjung-kirim-uang-50-juta-secara-cuma-cuma-di-tiktok/
Akun WA Mengatasnamakan Kadis Kominfosanti buleleng Ketut Suwamarwan				,Hasil periksa fakta Rahmah. Kominfosanti buleleng mengklarifikasi bahwa nomor WhatsApp 0856411898120 bukan milik Ketut Suwamarwan. Kategori:Impostor Content Sumber:WhatsApp Narasi:Om swastyastu Penjelasan:Disadur dari akun Instagram Kominfosanti […],"September 27, 2024",https://turnbackhoax.id/2024/09/27/penipuan-akun-wa-mengatasnamakan-kadis-kominfosanti-buleleng-ketut-suwamarwan/
Teror Ninja Mengetuk Pintu dan Melukai Penghuni Rumah dengan Senjata Tajam di Tasikmalaya				,Hasil periksa fakta Moch. Marcellodiansyah Faktanya aparat kepolisian setempat menyebut bahwa belum ada laporan korban dari teror tersebut. Camat Puspahiang dan Kasat Reskrim Polres Tasikmalaya […],"September 27, 2024",https://turnbackhoax.id/2024/09/27/belum-terbukti-teror-ninja-mengetuk-pintu-dan-melukai-penghuni-rumah-dengan-senjata-tajam-di-tasikmalaya/
Video Seorang Pria Menemukan UFO di Sungai Citarum				,"Hasil periksa fakta Evarizma Zahra. Konten yang menyesatkan. Video aslinya dibuat oleh pembuat konten Vietnam, yang merupakan video tutorial membuat UFO, bukan seorang pria yang […]","September 26, 2024",https://turnbackhoax.id/2024/09/26/salah-video-seorang-pria-menemukan-ufo-di-sungai-citarum/
Video “Misa Umat Katolik Bersama Bapak Paus Fransiskus di GBK”				,Hasil periksa fakta Moch. Marcellodiansyah Faktanya video tersebut merupakan momen saat perayaan Natal Tiberias 2023 di GBK yang diadakan oleh Gereja Tiberias Indonesia (GTI). GTI […],"September 26, 2024",https://turnbackhoax.id/2024/09/26/salah-video-misa-umat-katolik-bersama-bapak-paus-fransiskus-di-gbk/
Video “Bapak Paus Fransiskus berkunjung ke Kedutaan Besar Takhta Vatikan”				,Hasil periksa fakta Moch. Marcellodiansyah Faktanya video tersebut diambil di Istana Apostolik Vatikan saat Paus Fransiskus memimpin pertemuan formal para kardinal. = = = Kategori: […],"September 26, 2024",https://turnbackhoax.id/2024/09/26/salah-video-bapak-paus-fransiskus-berkunjung-ke-kedutaan-besar-takhta-vatikan/
TV One News: “PM Timor Leste Klaim Suara TOA Di NegaraNya Sangat Berisik dan Akan Dimusnahkan bila tidak bisa diatur volumenya”				,Hasil periksa fakta Evarizma Zahra. Konten yang dimanipulasi. TV One News tidak pernah mengunggah berita demikian dan PM Timor Leste tidak pernah mengeluarkan pernyataan tersebut. […],"September 26, 2024",https://turnbackhoax.id/2024/09/26/salah-tv-one-news-pm-timor-leste-klaim-suara-toa-di-negaranya-sangat-berisik-dan-akan-dimusnahkan-bila-tidak-bisa-diatur-volumenya/
