berita,label
bawaslu tolak gugatan parpol,0
"hasto pdip lempar isu lagi, kartu truf ketum dipegang",0
polisi ciptakan iklim kondusif jelang pilkada 2024,0
video gajah berjoget gembira,1
prabowo bagikan bantuan 45 juta,1
jokowi gadaikan wilayah indonesia asing,1
walkot eri ajak arek-arek suroboyo ramaikan piala dunia u-17,0
"kejutan hotel bali, quartararo puji orang indonesia",0
kebangkitan anthony ginting dkk. tur eropa,0
"manisnya geguduh, camilan khas lampung lengkap resep",0
wasit pimpin pertandingan sepak bola sulawesi vs aceh meninggal,1
"djarot ngaku pdip anti dinasti politik, jokowi gibran-bobby maju",0
mendidihkan air panci tertutup mengakibatkan klorin pemicu kanker,1
5 contoh teks pidato sumpah pemuda 2023,0
"putra pangeran monako diakui kerajaan, bahas hubungan ayahnya",0
anies maling tongkat diponegoro,1
"125 contoh skd cpns 2023 lengkap twk, tiu, tkp beserta jawabannya",0
menteri agama nasaruddin umar bagi-bagi bantuan,1
lowongan kerja mengatasnamakan pertamina marine solutions,1
hasil tangkapan layar artikel berjudul “ustadz abdul somad :masuk rumah sakit (rs) penyakit sipilis”,1
presiden zelenskyy kokain wawancara,1
video dr zaidul akbar promosi obat mata,1
5 mengisi luang rumah asyik,0
gambar “rumah ketua kpu hasyim ashari ambruk!!!”,1
38 nama senjata tradisional indonesia beserta asalnya lengkap,0
"kisah larry ellison, kena do kampus tajir mampus",0
al haris warning asn jambi netral pemilu 2024,0
"soroti literasi, kepala badan bahasa: anggaran cetak buku rp 175 miliar",0
akun whatsapp sekda buleleng i gede suyasa,1
"samsung galaxy tab a9 & a9 plus dirilis global, harganya murah",0
pesan pj gubernur dki warga: pakai masker kondisi,0
sandra dewi dijemput paksa kepolisian tersangka korupsi timah,1
najwa shihab mempromosikan produk ac facebook,1
kpu temanggung ambil 1.600 sampel data keanggotaan parpol,0
kejagung temukan 400 kilogram emas batangan rumah sandra dewi,1
"foto “penemuan tengkorak raksasa, 10 kaki”",1
weekend rumah aja? rekomendasi kegiatan bikin harimu asik,0
video sri mulyani mempromosikan obat hipertensi,1
yusril usulkan kpu verifikasi faktual ulang pbb,0
gibran blusukan era digital,0
ahy terjun payung acara partai demokrat,1
gambar imam masjid istiqlal mencium kening jokowi,1
menantu bantah rumor pesan suara luhut pakai ai: ada-ada aja,0
kpu ri gelar rapat pleno 8 november verifikasi parpol,0
doa sumpah pemuda upacara bendera 28 oktober 2023,0
bacawali surabaya formulir syarat dukungan,0
"survei arci jatim: prabowo-gibran 40,1%, ganjar-mahfud 35,9%, amin 22,2%",0
"suzuki burgman street 125 ex meluncur imos 2023, harga rp 24 jutaan!",0
video ribuan pasukan berkuda memasuki palestina,1
the economist memanipulasi foto bendera palestina hilang sampulnya,1
mengulik toyota alphard ditumpangi prabowo-gibran,0
jet pribadi kaesang hasil korupsi jokowi,1
kpai dorong evaluasi kebijakan penerimaan murid 2018,0
postingan instagram bakesbangpol kota bandung giveaway iphone,1
"peduli ekonomi hijau, sandi relawannya dukung ganjar-mahfud",0
ramuan bawang obati gagal ginjal asam urat,1
palestina resmi bergabung pbb,1
ulat bulu membunuh 16 anak,1
kemenhub gelar raker angkutan perintis wilayah 3t,0
“tk lokal dihajar tenaga kerja cina”,1
pasangan khairul-habib ali sah calon perseorangan pilkada banjarmasin,0
rebusan daun sereh sembuhkan autoimun,1
najwa shihab menangis mendengar cerita megawati hangestri,1
"kominfo waspadai hoax editan ai, contohkan video jokowi bicara mandarin",0
cerita kepala smkn 2 palembang mobil listrik jokowi: siang,0
drone kamikaze hamas diprediksi bikin pasukan israel gentar,0
"kenalkan, calon mobil listrik lexus kalangan berkantong tebal",0
perawatan kecantikan premium ala sultan? yuk kunjungi klinik,0
kelaparan global direkayasa wef 13 negara,1
"putri tanjung senang 800 ribu umkm go digital, inovator wanita 30%",0
alumni trisakti dukung jokowi 2 februari 2024 akademisi petisi kritik,1
"kunjungi kampung alor kupang, kaesang janji bangun sumur air bersih",0
"data kpu, ahy arah dukung anies",1
pdip gibran kembalikan kta: tunggu etika politiknya,0
hasil survei 20—25 september 2024 pilkada bone bolango indikator,1
barcelona perpanjang kontrak frenkie de jong,0
"gempa bumi berkekuatan magnitude 9,8 guncang malang 10 maret 2024",1
link daftar gebyar undian bni 2024,1
hakim arief sedih harap narasi 'mahkamah keluarga' disebarluaskan,0
"sederet suami cepat bercinta, bikin istri puas ranjang",0
prabowo-gibran selesai jalani pemeriksaan kesehatan rspad,0
"dokter ras faktor risiko stroke, kelompok rentan",0
ketum partai ummat harap mediasi kpu hasilkan titik temu,0
harga panasonic portable air purifier nanoex oktober 2023,0
"jmfw 2024, karya siswa vokasi go global-digaet desainer ternama",0
larutan tepung sagu atasi penyakit asam lambung,1
perjanjian busuk jokowi hakim dibalik putusan mk terbongkar,1
bupati garut buka lomba renang tingkat provinsi akuatik talaga bodas,0
“makan siang gratis jadinya?”,1
undian berhadiah bank jatim,1
akun pj gubernur sumut agus fatoni,1
kpu agendakan simulasi pilkada pandemi covid-19 juli,0
banjir 26 april 2024: 20 desa musnah 2305 rumah terkepung,1
"dibayangi tragedi limpakuwus, operasional jembatan kaca bromo amankah?",0
penerima stiker whatsapp dikenakan biaya rp250,1
"7 artis pria indonesia berdarah batak, pesonanya menawan",0
harga suzuki burgman street ex indonesia murah?,0
undian berhadiah mengatasnamakan bank aceh,1
ika universitas negeri makassar undang 3 capres diskusi demokrasi,0
"anies: singkatan amin hasil konsultan, ketemunya langit",0
iklan kfc mengejek korban palestina,1
pemkot palembang putuskan kebijakan jam sekolah,0
tsunami sukabumi 22 mei 2024,1
aksi guru sd cabuli murid terbongkar candaan teman korban,0
"deklarasi anies, kaesang langsung hadiri pidato janji anies",1
honda tutup pabrik indonesia,1
video paket cod isi narkoba cina warga yogyakarta,1
timnas malaysia bubar pelatih dipecat kalah indonesia,1
harvey moeis sandra dewi jalani hukuman mati korupsi timah 271 t,1
nara teater flores timur tampilkan 'gema ladang' pkn 2023,0
"gibran bertemu produsen carica wonosobo, bahas kredit startup-digitalisasi",0
vaksin covid-19 sinovac sebabkan mpox,1
virus menyebar angin jayapura,1
5 pilar diperbaiki sepakbola indonesia versi indra sjafri,0
rocky gerung tantang mahasiswa demo uu hukuman mati koruptor,1
nama jokowi pelantikan dpr ri 2024/2029,1
video kapolri perintah menutup vina cirebon,1
jokowi dinilai 'pak lurah' jabatan presiden 3 periode,0
"data pribadi jokowi bocor, ayahnya narapidana eks pki",1
sri mulyani bekuk oknum bea cukai,1
dpr gelar rapat paripurna ambil keputusan calon panglima tni,0
kpu sulbar membahas verifikasi penetapan parpol,0
"asian games 2023: china juara umum, indonesia peringkat keenam",0
truk militer masuk jakarta amankan kpu,1
kpu jakut tetapkan 105.895 dukungan dharma-kun penuhi syarat,0
menelusuri alamat anggota parpol bak cari jarum tumpukan jerami,0
beras beracun 1 juta ton cina,1
dewan pers aturan rangkul media luas,0
"huawei matepad 11 papermatte edition hadir ri, intip bocorannya",0
harga redmi buds 4 terbaru oktober 2023,0
taylor swift membawa spanduk berisi dukungan donald trump grammy award,1
dpd: warga surabaya daftar psi dampak kaesang effect,0
"presiden ceko, chechnya ramzan kadirov maaf arab saudi mencela manhaj salaf",1
artis tyas mirasih ditangkap polisi,1
"kota malang runtuh akibat gempa 9,8 magnitudo",1
“pertalite dihapus digantikan green pertamax”,1
"7 makanan sperma encer, bapak-bapak wajib coba",0
tema sumpah pemuda 2023 lengkap beserta maknanya,0
"foto pelabuhan eilat, israel 19 juli 2024",1
prabowo berkenan ikn pindah kalimantan,1
bawaslu bali supervisi terkait calon perseorangan karangasem,0
artis ari wibowo meninggal dunia,1
pinjaman khusus tkw bank indonesia,1
komisi ii dpr-koalisi sipil bahas dugaan kecurangan pemilu,0
"6 obat nyeri sendi alami, salah satunya jahe",0
"nggak fokus jualan, subaru bikin jalanan bebas kecelakaan",0
perludem: syarat keterwakilan perempuan beban partai,0
"menteri pertanian dilantik, daftar 34 menteri kabinet indonesia maju 2023",0
pimpinan hamas?,0
70 perusahaan banten penangguhan umk,0
buah mengkudu permanen sembuhkan darah,1
atta halilintar “berbagi rejeki” situs slot miliknya,1
"golkar: 'dizalimi' drakor politik, monggo pdip pecat gibran",0
visi misi pasangan ganjar pranowo-mahfud md: indonesia unggul,0
red sparks harumkan nama indonesia cetak skor 90,1
pks usung 12 kandidat pilkada serentak 2020 sumbar,0
"6 legenda futsal terbaik dunia, idolamu?",0
komunitas bank jatim 'big wave' gelar jatimers peduli terumbu karang,0
nomor wa kadis dpmd karawang muhamad saefullah,1
foto “presiden jokowi panggil ketum parpol istana”,1
prabowo penjarakan anggota dpr tolak ruu perampasan aset,1
penularan hiv tester lipstik,1
"tangkapan layar berita detik jabar, kemunculan hacker bjorka menanggapi “vina_cirebon”",1
"papu gomez positif doping, dilarang main",0
gondongan cacar vaksinasi covid-19,1
baanjung petani sanipah kutai kartanegara menolak punah,0
kemenkominfo buka konsultasi publik rancangan perdirjen ppi,0
merokok menyembuhkan covid-19,1
kecurangan pemilu 2024 diusut bikin prabowo panik total,1
donald trump ditampar orang indonesia,1
kpu manado: verifikasi faktual dukungan 23 juni,0
"data kpu tim amin berbanding terbalik, suara prabowo 50 persen",1
"badan pegal habis olahraga, nggak sih pake koyo?",0
kpu gunung kidul nyatakan 16 parpol lolos verifikasi,0
momen akrab habib luthfi prabowo-gibran indonesia arena gbk,0
"gunung slamet waspada, kawasan wisata baturraden buka",0
"ketentuan seragam upacara sumpah pemuda 2023, ganti",0
pertamina grand prix of indonesia 2023 torehkan prestasi indonesia,0
"ribuan rumah sulut hancur akibat gempa 9,8 magnitudo",1
moderna mengakui vaksin covid-19 menyebabkan kanker,1
banjir bandang hancurkan puluhan rumah jakarta,1
dkpp putuskan rehabilitasi nama kpu batam,0
kpu jaktim kerahkan ribuan petugas pencocokan data pemilih,0
dr. zaidul akbar mempromosikan metode penyembuhan mata,1
ahli gizi 5 makanan super bagus dikonsumsi pria,0
pemprov bali tetapkan status siaga darurat kekeringan 14,0
gibran rakabuming tertangkap narkoba pik,1
prabowo dikabarkan diselidiki corruption investigation uni eropa,1
akun whatsapp mengatasnamakan kadis pupr aceh tenggara sadli desky,1
anak wakil bupati-penyidik bnnk berebut kursi ketua koni tana toraja,0
video “diduga kalah dipilihan caleg lompat tower”,1
“pesta kemanangan pendukung prabowo – gibran rumah anies”,1
dosen lawan penguasa aksi mogok mengajar,1
tanda bahaya tim indonesia jelang olimpiade 2024,0
"video ikan permukaan pantai gorontalo, indikasi megathrust",1
video penangkapan pencoblos gelap makassar berkaitan pemilu 2024,1
peta politik pilpres 2024 ntb: kekuatan parpol koalisi dukungan elite,0
lupa! indonesia detikcom,0
"foto “neymar, messi cristiano ronaldo memegang piala nama nabi muhammad saw”",1
indonesia pendeta gideon ingatkan damai jelang pemilu,0
bkpsdm kapuas hulu mantan napi seleksi casn,0
raja sapta oktohari tunggu penetapan ketua issi periode,0
gibran pdip membangkang,0
video melempar jumrah helikopter,1
permintaan 'pak lurah' 3 periode diungkit hasto,0
foto penemuan bangkai pesawat malaysia airlines mh370,1
wiranto tegaskan munaslub partai hanura,0
baznas dukung polri kotak amal danai terorisme,0
"tingkatkan pengamanan perairan indonesia, tni al kembangkan drone kamikaze",0
pemkab bogor tingkatkan keamanan warga ditangkap densus 88,0
jokowi berjanji 10 juta lapangan kerja wna china,1
"obin 'tukang kain' pamer karya jfw 2024, puan maharani duduk front row",0
kip temukan dpt ganda aceh,0
"ya ampun! lari-lari ambi bandara tren, bikin takut penumpang",0
mertua kaesang menikah prabowo,1
jppr nilai parpol jalani verifikasi faktual,0
kpu: 41.241 dukungan rian ernest penuhi syarat,0
zara anak ridwan kamil memakai anting simbol salib,1
"anggota dpr, verrell bramasta bagi-bagi rp35 juta tiktok",1
kpu umumkan hasil verifikasi faktual 9 november,0
ruang dewa kuil romawi kuno,0
presiden jokowi ditangkap rompi orange,1
foto mall ikn,1
pencalonan anggota legislatif pemilu 2024 enam,0
“perundungan ustads pengajian bantu sebarkan tangkap pki”,1
undian berhadiah mengatasnamakan bank bjb,1
penggerebekan wna china terduga jaringan narkoba internasional pik,1
transformasi digital hutama karya sukses kebut konstruksi-diakui dunia,0
raffi ahmad berbagi jam tangan perayaan kemenangan prabowo-gibran,1
"hasto bicara kartu truf, nusron ungkit ppp ganti ketum dukung ganjar",0
luhut imbau pendukung 02 pindah ikn ikn sepi,1
merokok budaya masyarakat mentawai,1
akun whatsapp tiruan pj gubernur papua,1
"olahraga malam hari, nggak sih kesehatan?",0
foto menkominfo budi arie bersujud menyembah jokowi,1
prima audit sipol kpu,0
tanda status gibran pdip cawapres prabowo,0
partai ummat lapor bawaslu,0
"bertemu pangeran mbs, jokowi kutuk keras serangan israel rs gaza",0
balap sepeda sumbang 2 medali asian games 2023,0
"jepang! 5 inovasi canggih, mesin cetak sushi robot teh",0
parpol sulsel kapok pasang baliho capres kampanye,0
"bahasa oktober, tema slogan kongres 2023",0
"lika-liku pembangunan tugu kebangkitan nasional, ganti nama-ditolak belanda",0
akun fb pj wali kota bengkulu arif gunadi,1
"snapdragon 8 gen 3: fitur, peningkatan daftar hp disokong",0
akun facebook mengatasnamakan bupati bandung dadang supriatna,1
yusril kpu manokwari lakukan verifikasi pbb,0
kibaran bendera merah putih kampanye 01 jis,1
ketua kpu hasyim asy’ari meninggal dunia,1
anies ikhtiar perubahan berhadapan kekuatan,0
anies janjikan percepatan pembangunan aceh,0
prabowo batalkan makan siang gratis beras mahal,1
jokowi pki bersalah,1
surat undangan sosialisasi mengatasnamakan pj bupati minahasa tenggara,1
"pakai energi terbarukan, deltamas kota ramah lingkungan",0
anak smp divonis penjara 7 akibat kritik jokowi,1
presiden jokowi erick thohir menpora dito pecat ketua pbvsi,1
video khofifah mempromosikan obat radang sendi,1
kip/kpu aceh: calon dpd ri undurkan,0
detik-detik helikopter presiden iran jatuh,1
lowongan kerja puskesmas blora,1
misteri hilangnya menhan china berujung dipecat jabatan,0
video tentara cina mendarat manado,1
"sumut, anies baswedan ketemu eks ketua demokrat",0
akun tiktok mengatasnamakan chairul tanjung @chairultanjung11,1
mantan mentri kesehatan terawan promosikan obat prostatitis,1
akun whatsapp pj bupati pulang pisau menawarkan jabatan,1
akun whatsapp palsu kepala diskimrum kabupaten indramayu,1
vladimir putin peringatkan pandemi 2024,1
emilia contessa daftar calon dpd wakili jatim,0
video demo 1 juni 2024 bela pegi keadilan vina,1
"respons hasto isu kartu truf, nusron: kesempatan anak muda",0
ampi pengurus dalam-luar negeri menangkan prabowo-gibran,0
akun facebook whatsapp bupati kutai kartanegara edi damansyah,1
lagu iwan fals berjudul ‘si bocil tengil’,1
langsung wtc mangga main badminton,0
"pesan ayam bakar online, pria kaget makan langsung warungnya",0
jhon lbf buka giveaway kuis tebak angka,1
"telat ajukan pemberitahuan ahli, sidang otsus papua mk ditunda",0
jokowi membaca “dahsyatnya siksa kubur”,1
parpol peserta pengundian bergantung perpu pemilu,0
"viral pimpin rapat pemenangan gibran, wamendes: kapasitas relawan",0
"“mahasiswa gedung dpr ri, malam ini. #unmute #asalbukanprabowo”",1
publik tunggu kiprah partai,0
"lion air group gelar run hub 2023, lomba lari super seru surabaya",0
akun whatsapp pj bupati kampar “0822-1095-3439”,1
presiden israel berterima kasih kedatangan 5 orang indonesia bertamu israel ditugaskan buzzer indonesia,1
kapal induk amerika masuk izin perairan bali,1
gebyar panen hadiah nasabah bank bri,1
"sekjen golkar: gibran kader, tunggu berlabuh",0
"kaesang kupang, bertemu relawan jokowi-menangkan prabowo-gibran",0
gibran sowan menemui anies baswedan 15 februari 2024,1
"toyota pamer calon mobil listrik baru, wujudnya",0
"sosok alex tirta, bos alexis diduga bayar sewa rumah firli bahuri",0
langkah pbsi bentuk tim pokja olimpiade diapresiasi menpora,0
tentara perdamaian ri dikirim lebanon bertahan bunker,1
"gelar rapat kpu-bawaslu, mahfud tegaskan jadwal pilkada berubah",0
kaops ncs polri ajak tokoh tasik tolak perpecahan pemilu 2024,0
kpk panggil dirut pt pp terkait korupsi proyek stadion mandala krida diy,0
“video kondisi demo tanggal 1 maret 2024”,1
shin tae yong coret pratama arhan timnas indonesia,1
raffi ahmad rudy salim proyek legalisasi judi online menkominfo,1
program bantuan bpjs 2024 rp125juta penerima,1
"primadona, bis surat kian hilang ditelan zaman",0
pertamina dorong asa swasembada pangan petani sangasanga tante sisca,0
akun wa mengatasnamakan kadis kominfosanti buleleng ketut suwamarwan,1
"pilkada serentak 2020, polda sumbar turunkan 5.827 personel",0
"amsterdam naikkan pajak turis 2024, termahal dunia",0
yamaha buka giveaway motor aerox uang 20 juta games tangkap gambar,1
kpu ri rancang jadwal vermin perbaikan partai prima,0
"bogor diterjang angin kencang rumah, mobil & kaca mall pecah",1
perwakilan indonesia berangkat mit dirikan program ekosistem inovasi,0
kpu pastikan pendukung perseorangan terverifikasi faktual,0
kampung egrang jambangan ajak anak-anak lestarikan permainan tradisional,0
gelombang 20 meter menghanyutkan ribuan wisatawan,1
“amien rais meninggal dunia”,1
"prabowo-gibran daftar kpu, gemoy muda bersatu trending x",0
"khofifah maju pilpres 2024, pkb usung pilgub jatim",0
"anies prabowo pisahkan djp, anak buah sri mulyani respons",0
proyek metaverse mark zuckerberg rugi rp 59 t,0
netgrit harap kpu ri transparan pemilu berkualitas,0
foto perdana menteri israel benjamin netanyahu terbaring sakit,1
koalisi masyarakat sipil kawal pemilu bersih kpu audit sipol,0
"tekuni riset biologi gegara suka spiderman, avriz beasiswa kuliah amerika",0
festival berhadiah bri,1
pemerintah rogoh kocek rp 638 m pembangunan pengolahan air limbah ikn,0
video klaim demo mahasiswa jakarta 22 juli 2024,1
imigran muslim ilegal perancis membakar bendera perancis,1
keluarga ganjar gak nafsu makan kalah quick count,1
nenek tarwiyah ditangkap polisi menghina jokowi,1
"gabung pan, verrell bramasta ubah stigma negatif politik",0
pm israel benjamin netanyahu sekarat terjangkit penyakit mematikan,1
pasukan brimob mengancam rakyat sipil,1
"hasto lempar isu kartu truf, gerindra: sebar fitnah dijauhi",0
pdip sah usung anies baswedan dipilgub dki jakarta 2024,1
bupati kasmarani bagikan bantuan wa,1
iran ingatkan proksi tinggal diam gaza!,0
kabupaten pangandaran hancur lebur akibat gempa bumi,1
buya yahya meninggal dunia menyembelih hewan kurban,1
"prabowo hadir peresmian posko relawan 'pagi', potongan nasi tumpeng",0
antusiasme warga kunjungi festival pelatihan vokasi & job fair nasional,0
informasi rekrutmen pegawai bpjs kesehatan periode 2024,1
"info loker pt djarum, kobe, gajah tunggal tiktok lokermu_id",1
pasukan berani mati bela jokowi bersenjata celurit ditangkap,1
"nusron: jokowi gibran berkhianat, mementingkan rakyat",0
lingkaran merah tabung lpg hitam tanda kondisi bahaya,1
kpu ri resmi tunda tahapan pilkada 2020,0
"maju cawapres, gibran usung kredit startup milenial",0
"anies 80 juta suara, kpu putuskan prabowo ganjar layak presiden",1
kpu ntb menemukan data anggota parpol valid,0
3 kota pesisir indonesia dilahap gelombang kiamat,1
video najwa shihab mengajak bermain judi slot situs lokal,1
program sedekah bupati sambas “santono s sos”,1
bocoran luhut: kereta cepat nyambung surabaya digarap china,0
"margriet si pembunuh engeline, ikan tongkol kucing kesayangannya",0
"beredar video jokowi fasih mandarin, kominfo: editan ai menyesatkan!",0
surat pemberian hadiah dana warga negara malaysia kbri kuala lumpur,1
harga redmi buds 4 terbaru oktober 2023,0
bahlil terseret korupsi tambang kalimantan utara,1
"ninja 250, kawasaki ninja kena 'setrum'",0
pemanipulasi sktm? jenis mental miskin mental kaya,0
wali kota bogor sistem zonasi dievaluasi,0
pengamat: kejujuran calon perseorangan terletak verifikasi,0
dukungan yenny wahid ganjar-mahfud dianggap cak imin,0
“nike meluncurkan sepatu logo bendera israel”,1
"tips jaga tubuh ala dokter nadia alaydrus, biar nggak mudah sakit cuaca ekstrem",0
"hadirkan iphone 15, telkomsel rilis esim?",0
surat undangan penetapan calon penerima bantuan dana hibah kemendes pdtt,1
desa jombang ludes akibat angin tornado,1
"prabowo-gibran daftar kpu, kim bentuk tim pemenangan ntb",0
putusan mk pembahasan rancangan pkpu pencalonan perseorangan,0
rokok kretek aman rokok putih,1
gebyar undian mandiri merayakan kemerdekaan ri,1
rian farhadi bicara suara anak muda bangsa,0
akun whatsapp pejabat dinas perkebunan provinsi kalimantan timur,1
cerita anak mahfud md ayahnya cawapres ganjar,0
pengambilan kupon hadiah gebyar bri,1
“tautan penawaran blt bbm rp750.000”,1
ketua dpac pkb magelang dipecat gegara pasang baliho gibran,0
pn makassar tunda putusan gugatan lahan mattoanging mati lampu,0
video makam nabi adam 30 meter,1
klarifikasi iptu rudiana eky hidup,1
“cak imin prabowo istighotsah bareng tinggal belum”,1
undian livin by mandiri periode april-juni 2024,1
puan sahkan hak angket,1
kpu revisi pkpu 19/2023 sesuai putusan mk,0
milenial pengganti danny ketua tpd ganjar-mahfud sulsel?,0
kpu jakbar tetapkan sembilan parpol lolos verifikasi tingkat kota,0
spbu pertamina menjual pertalite,1
samsung operasikan lini produksi ac cikarang oktober 2023,0
kpu batam lanjutkan verifikasi faktual rian ernest,0
sosialisasi pilkada malang diawali masyarakat adat,0
"bareksa gebyar rewards, jalankan tugas komisi merchant bareksa grup whatsapp",1
greysia polii pengalaman banggakan negeri indonesia,0
megawati hangestri resmi menandatangani kontrak klub jepang,1
"kemenkes biadab, menyebar nyamuk wolbachia kota",1
anies baswedan mengajak pilih pasangan calon 02 prabowo-gibran,1
kip-panwaslu lhokseumawe verifikasi parpol,0
giring apresiasi hakim mk nyatakan dissenting opinion,0
aksi demo lengserkan gibran wali kota solo,1
bos ducati fans motogp indonesia: terbaik dunia!,0
gebyar undian mandiri akun “programundian2024”,1
deschamps kritik piala dunia 2030,0
nusron wahid persilakan pdip pecat gibran: melankolis,0
"pencapaian medali emas indonesia asian games, oke nggak?",0
mk tolak gugatan uu pemilu diajukan partai buruh,0
"sosok ceo terpintar dunia, elon musk mark zuckerberg",0
masinton pdip gibran disanksi tertutup,0
belasan rumah sumbawa hancur total akibat banjir dahsyat,1
rabiot: messi raih ballon d'or,0
"terbawah lolos parlemen, demokrat duga dampak pindah koalisi",0
dennis lim promosikan situs judi online,1
"sedih banget, ratusan lumba-lumba mati sungai amazon mengering",0
jokowi baliho ganjar-mahfud dicopot kunker bali,0
"kota sabang aceh diguncang gempa, ribuan warga sekarat",1
paus fransiskus indonesia sarankan gereja katolik berkati pasangan jenis,1
video proses evakuasi 1000 warga palestina indonesia,1
"hore! wisata edukasi religi boyolali dibuka, gratis pelajar",0
baju berubah ala film hunger games kenyataan,0
pemilu 2019 ramai,0
respons gibran membangkang pdip,0
tim motogp valentino rossi pakai nama pertamina enduro vr46 racing team,0
tim sepakbola kalsel lolos pon 2024,0
"fahri hamzah: kader pdip jago pidato, prabowo ambil cawapres",0
hadiah nasabah bank bni memperingati hut ri ke-79 hut bni ke-78,1
3 parpol ngawi memenuhi syarat,0
warga bantargebang tolak pembangunan psel: lahan terbuka hijau,0
“peraturan baru: dilarang isi bensin telat bayar pajak”,1
testimoni giveaway rans entertainment,1
"tri koro dharmo: pendiri, visi, bentuk perjuangannya",0
kepemilikan indonesia pt freeport 90%,1
himbauan mewaspadai aksi balas dendam komplotan begal sumut,1
rina nose mengalami kecelakaan meninggal,1
foto “seorang tentara idf menyelamatkan bayi gaza”,1
vaksin covid-19 mengandung teknologi nano memancarkan bluetooth,1
"taylor swift kekasihnya, travis kelce, meninggalkan amerika donald trump presiden 2024",1
indikator rilis hasil survei elektabilitas pilkada palopo,1
pekerja kereta cepat jakarta-bandung tka berasal china. indonesia kebagian bayar utang,1
baznas tegaskan terima setoran dana kotak amal laz,0
menpora maaf indonesia gagal capai target asian games 2023,0
hamas ancam israel kalah lakukan serangan darat gaza!,0
lowongan kerja pt kai periode agustus 2024,1
badai angin dahsyat bikin sukabumi tangerang porak-poranda,1
gunanya silica gel kotak perabot?,0
komisi i dpr gelar verifikasi faktual calon panglima tni,0
kpu temukan data ribuan anggota parpol memiliki ktp natuna,0
kpu sumbar tunggu arahan pusat terkait kelanjutan pilkada,0
blokir wa dikenal mengakibatkan m-banking dibobol,1
"biar damai, kominfo kaji penggunaan teknologi ai pemilu 2024",0
10 contoh sambutan singkat pidato santri nasional 2023,0
meta digugat bahayakan kesehatan mental pengguna muda,0
pendaftaran undian bjb memperingati hut ri ke-79,1
video obat kapsul berisi paku,1
"streaming film-bola anti putus vidio, langganannya harga",0
16 parpol berebut jawa barat pemilu 2019,0
kpu tetapkan 14 parpol peserta pemilu 2019,0
anies bongkar misi busuk prabowo tom lembong ditangkap,1
foto antrian pasien rumah sakit jiwa akibat gagal caleg 2024,1
kpu biak verifikasi faktual 1.600 keanggotaan partai politik,0
pdip sulsel pertimbangkan dr udin ganti danny ketua tkd ganjar-mahfud,0
pasangan calon nomor urut 02 didiskualifikasi pelanggaran hukum,1
nasa menghadapi kiamat internet badai matahari 2025,1
"rayakan pariwisata dunia, buleleng gelar turnamen golf",0
"macbook pro m3 diklaim ngebut chip intel, harganya?",0
"knpi kepahiang versi igor cairkan dana hibah, kubu unar bonte protes",0
"kebutuhan sekunder: pengertian, contoh faktor memengaruhinya",0
perempuan odgj jember dijadikan psk ayah kandungnya,1
warga kalimantan bertingkah wajar mabuk kecubung,1
demokrat: gibran cawapres penanda pdip sukses mengkader calon pemimpin,0
"fifa diskualifikasi saff saudi arabia kualifikasi piala dunia 2026, timnas indonesia auto lolos",1
andre rosiade bicara instruksi prabowo kader: serang kandidat,0
"kpu: pendaftaran capres-cawapres selesai, kim koalisi gemuk",0
10 pidato sumpah pemuda singkat penuh semangat,0
pabrik senjata israel berhasil dibom mujahidin,1
mpr keluarkan keputusan melantik prabowo-gibran,1
atf mengizinkan imigran ilegal as membeli senjata api,1
"sir jim ratcliffe merapat mu, vieira bocoran gaya kerjanya",0
duh! valentino rossi borok marc marquez motogp,0
inul daratista hadiah chat whatsapp,1
sekampung mendadak pecah akibat gempa sapu karangasem bali 7 agustus 2024,1
angin puting beliung sapu bersih belasan rumah sulut 11 maret 2024,1
forkopimda kota surabaya deklarasikan pemilu 2024 damai,0
bank dki teken kerja pendirian galeri investasi digital cmse 2023,0
akun instagram dpkp kota bandung adakan give away tebus murah,1
dana abadi pesantren dicanangkan cawapres gibran,0
"bikin bangga negeri, comot tipsnya indonesia",0
"elon musk zuckerberg, ceo terpintar dunia",0
"suara prabowo anjlok, anies – imin kuasai suara indonesia",1
jokowi: enak mengambinghitamkan presiden,0
berita cnn indonesia: rocky gerung tantang mahasiswa menuntut uu hukuman mati koruptor,1
mk setujui pemilu resmi diulang,1
ingat! drone dilarang terbang area sirkuit mandalika motogp 2023,0
najwa shihab promosikan situs judi tokoh politik,1
penemuan mpox rs siloam ambon,1
eksploitasi peristiwa pembakaran gedung bawaslu,1
kpu bengkulu terima perbaikan berkas calon dpd ri,0
5 bahan makanan dibeli chef kondisi beku,0
waka komisi ii dpr kpu kebablasan surati parpol ikuti putusan mk,0
gedung pencakar langit jakarta ambles diterjang banjir 3 agustus 2024,1
"pns daerah pengusaha lokal didorong 'melek' digital,",0
pendiri android nyatakan hentikan produknya beroperasi indonesia boikot,1
akun facebook pj bupati donggala “moh rifani”,1
hilangkan flek hitam putihkan wajah pakai micin,1
“prabowo surya paloh bersatu indonesia emas”,1
gambar artikel berjudul “menag masyarakat ikhlaskan dana haji dipakai pemerintah ikn”,1
tanah longsor ratakan ribuan rumah bogor,1
scg nilai tahapan pilkada ditunda berpengaruh elektabilitas calon,0
9 diet efektif menurunkan berat badan,0
serius kembangkan ebt pemkab sumedang gandeng perusahaan norwegia,0
prabowo usir demokrat koalisinya,1
